Jersey,name,Yr,pos,GP,GS,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,season
41,Kb Peralta,So,INF,5,0,1,2,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2022
33,Mason Mcleod,So,C,4,0,1,2,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,2022
34,Justin  Goldstein,So,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
29,Dustin  Sprong,So,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
52,Austin Baal,Jr,1B,3,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2022
8,Gabe Jennings,So,INF,3,1,0,4,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2022
42,Jalen Wirtz,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
39,Carter Edge,So,C,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
35,Jacob Wright,Fr,OF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
47,Braden Jones,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Bryson  Trammell,Fr,INF,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022
51,Avery Gunn,Fr,P,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
32,Daniel Dewey,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
49,Brayden Siren,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
6,Chase Stanke,Sr,C,20,19,14,70,17,6,0,44,7,16,10,4,2,0,12,1,0,0,2,0,2022
7,Brett Bateman,So,OF,20,20,13,85,26,4,2,34,0,5,7,0,0,1,11,1,1,2,8,1,2022
33,Boston Merila,So,INF,20,19,13,69,19,5,0,24,0,7,6,3,1,0,11,1,0,0,0,1,2022
4,Ronald Sweeny,Sr,INF,20,18,10,65,14,3,0,26,3,4,6,1,0,1,20,0,0,1,3,1,2022
10,Drew Stahl,Jr,INF,20,17,10,52,12,5,1,19,0,7,10,2,0,0,15,0,2,0,4,0,2022
28,Jack Kelly,Sr,C,19,18,15,64,25,5,3,51,5,22,7,2,2,0,10,0,1,2,0,0,2022
8,Andrew Wilhite,Sr,OF,19,17,5,65,11,3,0,17,1,7,3,5,1,1,21,2,1,0,5,1,2022
13,Otto Grimm,Jr,OF,15,10,6,32,7,1,0,8,0,3,10,0,0,0,6,2,1,0,0,0,2022
16,Easton Bertrand,Sr,OF,14,14,12,47,18,3,0,33,4,9,2,4,1,1,15,0,1,0,5,0,2022
9,Kyle Bork,So,UT,14,8,4,32,8,2,0,16,2,6,1,2,1,0,11,0,0,1,0,0,2022
2,Joe Hauser,So,UT,14,7,3,35,6,0,0,9,1,5,5,0,0,0,17,0,0,1,1,0,2022
27,Jake Perry,Fr,UT,11,6,2,15,0,0,0,0,0,1,6,0,0,0,4,0,0,0,0,0,2022
3,Brady Counsell,Fr,INF,11,2,0,16,2,1,0,3,0,1,0,1,1,0,3,0,0,0,0,0,2022
18,Will Semb,Fr,P,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
45,Tom Skoro,Sr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
35,Noah Berghammer,Jr,INF,8,1,0,7,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2022
1,Jake Larson,Fr,3B,8,3,1,15,4,0,0,4,0,0,0,1,0,0,5,0,0,0,0,0,2022
36,Joshua Culliver,Sr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
30,Seth Clausen,Fr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
32,Chase Becker,Fr,INF,7,1,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2022
17,Sam Malec,Fr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
15,Jack Liffrig,Jr,P,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
47,Noah Deluga,So,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
40,J.P. Massey,Sr,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
48,Random Dauman,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
19,George Klassen,Fr,P,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Aidan Maldonado,Jr,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
43,Richie Holetz,Sr,P,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Sam Ireland,Jr,UT,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
46,Noah Rooney,Fr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
37,Trent Schoeberl,Jr,P,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
21,Jared Everson,Fr,UT,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
39,Dawson Hall,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
38,Michael Gurka,Jr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
29,Tucker Novotny,Fr,p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
7,Jacob Gonzalez,So,INF,19,19,25,57,16,5,1,38,5,12,23,3,0,0,8,1,1,0,2,1,2022
16,Tj Mccants,So,UT,19,19,17,56,20,3,0,32,3,13,13,1,0,1,14,0,2,0,6,1,2022
8,Justin Bench,Sr,UT,19,19,16,67,22,4,0,26,0,16,7,5,2,0,13,4,4,1,3,0,2022
25,Tim Elko,Sr,INF,19,19,19,63,18,2,0,44,8,30,16,1,0,0,19,1,0,0,0,0,2022
1,Peyton Chatagnier,Jr,INF,18,18,20,68,20,3,2,36,3,23,6,3,5,1,10,0,1,0,5,0,2022
9,Hayden Leatherwood,Sr,OF,17,11,12,40,12,0,0,21,3,8,7,1,0,0,11,1,0,0,0,0,2022
6,Reagan Burford,So,INF,16,14,17,45,14,7,0,24,1,12,6,1,5,0,11,2,0,0,1,0,2022
12,Kemp Alderman,So,UT,15,13,12,44,14,4,0,27,3,11,3,2,0,0,8,0,0,0,0,0,2022
28,Banks Tolley,Jr,OF,14,0,3,8,2,1,0,3,0,2,2,0,0,0,2,0,0,0,1,0,2022
13,Hayden Dunhurst,Jr,C,13,13,8,34,8,2,0,13,1,7,11,1,1,0,12,1,0,0,0,0,2022
33,Ben Van Cleve,Sr,INF,12,8,6,21,6,2,0,8,0,4,5,0,1,0,1,2,0,0,0,0,2022
35,Kevin Graham,Sr,OF,10,10,9,39,12,2,0,26,4,17,3,1,0,0,9,0,0,0,0,0,2022
20,Calvin Harris,So,C,9,7,14,24,13,2,1,17,0,5,5,0,0,0,5,0,1,0,1,0,2022
40,Garrett Wood,Sr,INF,9,0,0,10,1,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,2022
4,Knox Loposer,Sr,C,7,1,3,7,2,1,0,3,0,4,1,2,0,0,1,0,0,0,0,0,2022
45,Mason Nichols,Fr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Mitch Murrell,Jr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
3,Hudson Sapp,So,OF,6,0,2,5,1,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,2022
26,Hunter Elliott,Fr,P,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
21,Drew Mcdaniel,Jr,P,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Dylan Delucia,Jr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
56,Jack Washburn,Jr,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
2,Derek Diamond,Jr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,John Gaddis,Sr,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
34,Riley Maddox,Fr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
39,Jack Dougherty,So,P,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
37,Brandon Johnson,Sr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
24,Jackson Kimbrell,Jr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
19,Matt Parenteau,Jr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
54,Tywone Malone,Fr,INF,4,0,2,5,3,0,0,6,1,2,1,0,0,0,1,0,0,0,0,0,2022
17,John Kramer,Fr,OF,4,0,0,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2022
55,Wes Burton,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
23,Josh Mallitz,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
43,Cole Baker,Jr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Hunter Hines,Fr,INF,21,21,25,76,23,6,1,49,6,25,12,4,0,0,20,0,0,1,0,0,2022
6,Kamren James,So,INF,21,21,18,74,24,1,0,28,1,9,15,4,3,0,16,0,1,1,3,0,2022
19,Logan Tanner,So,C,21,21,20,73,20,4,0,30,2,22,15,2,2,0,15,3,0,0,0,2,2022
20,Luke Hancock,Jr,C,21,21,22,78,21,6,0,30,1,8,17,4,1,0,3,0,0,0,1,0,2022
33,Brad Cumbest,Jr,OF,21,21,16,74,24,6,0,48,6,19,3,1,1,0,15,3,0,0,2,0,2022
11,Kellum Clark,So,INF,20,17,16,59,15,3,0,36,6,19,10,3,0,0,15,2,0,0,0,0,2022
4,Rj Yeager,Sr,INF,20,15,12,56,16,3,0,31,4,18,7,1,0,0,14,0,0,0,1,0,2022
31,Tanner Leggett,Sr,INF,17,13,11,48,10,4,0,23,3,12,4,1,1,1,11,0,0,0,2,0,2022
30,Von Seibert,Jr,INF,16,4,3,22,6,0,0,6,0,2,5,3,0,0,7,0,0,0,0,0,2022
43,Lane Forsythe,So,INF,16,11,5,31,5,0,0,5,0,6,6,0,2,0,11,1,1,0,2,0,2022
3,Jess Davis,Sr,OF,14,4,6,23,8,2,0,10,0,3,3,4,0,0,6,0,2,1,2,0,2022
36,Brayland Skinner,Jr,OF,14,1,3,13,2,0,0,2,0,2,1,0,0,0,5,0,0,0,0,0,2022
14,Matt Corder,So,INF,11,8,5,25,4,0,0,7,1,7,4,0,0,0,7,0,0,0,0,0,2022
24,Slate Alford,Fr,INF,11,3,1,15,4,0,0,4,0,1,6,0,0,0,3,1,0,0,0,0,2022
5,Aaron Downs,Fr,INF,10,4,2,20,5,2,0,7,0,2,2,1,0,0,9,0,0,0,0,0,2022
12,Davis Meche,So,INF,9,2,4,12,3,0,0,6,1,2,1,0,0,0,5,0,0,0,0,0,2022
8,Drew Mcgowan,So,OF,9,2,2,8,3,0,0,3,0,4,4,0,0,0,3,0,0,0,2,0,2022
45,Cameron Tullar,Jr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
48,Brooks Auger,So,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
7,Brandon Smith,Jr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
32,Parker Stinnett,Jr,P,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,Jackson Fristoe,So,P,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
39,Mikey Tepper,So,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
9,Pico Kohn,Fr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
15,Cade Smith,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
35,Preston Johnson,Jr,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
47,Drew Talley,Sr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Jack Walker,Fr,P,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
17,Stone Simmons,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
23,Landon Sims,So,P,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
16,Cole Cheatham,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
2,Kc Hunt,So,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
29,Andrew Walling,Jr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Maury Weaver,So,P,13,13,13,48,14,1,2,19,0,10,6,2,0,3,11,0,1,1,13,0,2022
21,Ty Washington,Jr,C,13,13,10,47,14,2,1,18,0,13,4,2,2,0,10,0,0,0,1,0,2022
10,Narvin Booker,Fr,OF,12,12,9,51,16,2,1,20,0,8,3,0,1,0,9,2,2,0,5,0,2022
32,Christopher Soeder,Fr,INF,11,11,11,31,9,2,0,11,0,10,7,5,2,1,10,1,0,0,0,1,2022
14,Dreylin Holmes,So,INF,11,11,10,41,12,3,1,23,2,6,5,0,0,0,14,1,0,1,1,0,2022
3,Davon Mims,So,OF,11,11,9,39,11,1,0,15,1,7,0,2,1,1,8,0,3,1,2,0,2022
2,Antonio Walker,Jr,INF,10,5,4,10,3,0,0,6,1,5,3,4,0,0,1,1,0,0,2,0,2022
15,Jan Toletino,So,C,10,9,9,34,11,2,0,13,0,6,4,4,0,0,4,1,0,0,1,0,2022
27,Angel Perez,Sr,C,9,7,4,26,10,0,0,10,0,6,5,0,0,0,3,0,0,0,0,0,2022
26,Joshua Wilson,So,INF,8,7,5,22,4,1,0,5,0,3,2,5,0,0,3,0,0,0,4,0,2022
8,Willie Johnson,Sr,OF,7,4,2,13,4,1,0,5,0,3,1,1,0,0,4,0,0,0,0,0,2022
11,Eric Johnson Ii,Jr,OF,7,5,3,15,4,0,0,4,0,0,0,3,0,0,7,0,0,0,1,0,2022
1,Darrien Chapman,So,INF,6,5,1,12,5,1,0,6,0,6,2,0,0,1,2,0,0,0,3,0,2022
17,Calvin Mcclendon,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
22,Isaiah Valenzuela,So,P,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
9,Hunter Stallings,So,P,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
24,Abraham Ortiz,So,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
6,Treadwell Kennedy,So,INF,4,2,1,8,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,2022
12,Johnathan Yandrich,So,C,3,3,2,5,3,0,0,3,0,2,1,1,0,0,0,1,0,1,2,0,2022
16,Iankel Santos,Jr,OF,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
7,Angel Maldonado,So,INF,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
30,Kameron Spencer,So,INF,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
20,Ethan Charles,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
4,James Walton,Jr,OF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
9,Ty Wilmsmeyer,Jr,P,17,17,10,61,22,2,0,27,1,9,1,1,0,0,12,0,0,0,5,0,2022
7,Ross Lovich,So,OF,17,17,14,60,21,3,0,30,2,12,5,3,0,0,8,1,1,0,6,0,2022
5,Josh Day,Sr,INF,17,17,19,65,21,5,0,41,5,13,9,5,0,0,17,0,1,0,4,0,2022
11,Luke Mann,Sr,INF,17,17,16,61,14,2,0,22,2,9,12,5,2,0,16,1,0,0,4,0,2022
26,Torin Montgomery,Jr,INF,16,16,15,55,20,7,0,27,0,14,9,3,4,0,11,1,0,0,3,0,2022
19,Trevor Austin,So,INF,15,13,13,40,8,1,0,12,1,6,4,9,2,1,13,1,0,0,3,0,2022
27,Carlos Pena,Fr,OF,15,12,9,49,12,3,1,23,2,12,5,0,1,0,16,0,1,0,2,0,2022
3,Tre Morris,Sr,C,13,12,5,50,13,3,0,16,0,9,2,1,0,0,3,1,0,0,2,0,2022
4,Nander De Sedas,Jr,INF,11,6,8,22,7,1,1,13,1,8,6,0,3,0,4,0,0,0,1,0,2022
42,Fox Leum,Sr,INF,11,7,4,27,7,1,0,8,0,3,6,1,0,0,8,0,0,0,1,0,2022
2,Mike Coletta,Sr,C,9,5,1,16,6,1,0,7,0,5,3,0,0,0,4,0,0,0,0,0,2022
52,Cam Careswell,Fr,INF,8,3,2,19,5,3,0,8,0,3,2,0,0,0,9,0,0,0,0,0,2022
14,Isaiah Frost,Fr,OF,8,0,3,6,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2022
55,Austin Cheeley,Sr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
24,Hector Mangual,Fr,INF,7,2,3,12,3,1,0,4,0,2,3,0,0,0,2,0,0,0,0,0,2022
13,Garrett Rice,So,INF,7,5,1,11,3,1,0,4,0,3,3,1,0,0,1,0,0,0,0,0,2022
12,Justin Colon,Fr,INF,6,0,2,6,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,2022
1,Juju Stevens,Fr,OF,6,3,2,12,6,0,0,6,0,4,1,0,0,0,2,0,0,0,1,0,2022
35,Nathan Landry,Jr,P,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
49,Tony Neubeck,Fr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
10,Jackson Beaman,So,INF,5,1,1,6,1,0,0,4,1,3,1,0,0,0,2,0,0,0,0,0,2022
30,Carter Rustad,So,P,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
40,Austin Troesser,So,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
45,Chris Wall,So,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
23,Ian Lohse,So,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
8,Spencer Miles,Jr,P,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
32,Drew Garrett,Sr,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Shea Mcgahan,Fr,C,3,0,1,3,2,0,0,5,1,4,0,0,0,0,1,0,0,0,0,0,2022
48,Trae Robertson,Sr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
6,Dexter Swims,Sr,INF,3,0,2,3,1,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,2022
20,Jacob Kush,Sr,P,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
43,Austin Marozas,Jr,P,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
47,Kyle Pottoff,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
28,Garrison Bennett,Jr,C,2,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2022
37,Holden Phelps,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Kyle Brown,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
51,Brenner Maloney,Jr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Spencer Nivens,Fr,INF,18,18,21,63,23,6,1,34,1,15,18,0,1,0,14,1,0,1,3,0,2022
13,Grant Wood,Sr,INF,18,18,17,68,21,4,1,30,1,15,8,5,0,0,16,5,1,0,1,0,2022
21,Drake Baldwin,Jr,C,18,18,16,69,25,8,0,45,4,17,9,4,1,0,13,0,0,0,0,0,2022
26,Mason Greer,Jr,INF,18,17,12,67,23,5,0,43,5,18,4,0,0,0,19,0,0,0,1,0,2022
5,Will Duff,Jr,INF,18,18,11,70,21,8,1,37,2,10,7,3,1,0,27,0,1,0,0,0,2022
8,Mason Hull,Sr,INF,18,18,22,73,23,5,0,52,8,26,8,1,0,0,20,0,0,0,1,0,2022
16,Dakota Kotowski,Sr,OF,18,18,18,69,22,1,0,53,10,21,7,2,2,0,28,0,0,0,0,0,2022
3,Cam Cratic,Sr,OF,16,14,10,52,17,4,1,26,1,12,8,0,2,0,11,1,0,0,0,0,2022
14,Hayden Moore,Fr,OF,16,6,12,24,5,1,0,6,0,1,10,1,0,0,13,0,0,0,2,0,2022
10,Walker Jenkins,Sr,INF,16,6,6,23,5,0,0,5,0,1,5,3,0,0,7,1,0,0,0,0,2022
29,Jaden Rolffs,Sr,UT,15,8,5,35,6,1,1,12,1,6,7,0,1,0,11,0,0,0,0,0,2022
40,Trey Ziegenbein,Sr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
25,Anthony Soccci,Sr,C,8,2,2,15,2,0,0,5,1,2,0,1,0,0,4,1,0,0,0,0,2022
34,Eric Loomis,So,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
23,Drew Townsend,Fr,OF,7,1,0,4,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2022
12,Riyan Rodriguez,Sr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,Caden Wilson,Fr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
31,Forrest Barnes,Sr,P,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
19,Reece Lang,Jr,P,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
33,Liam Moreno,Fr,INF,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2022
24,Adam Link,Jr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
35,Dan Merrill,Jr,P,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
44,Carlos Vasquez,Fr,INF,4,0,0,4,1,1,0,2,0,2,1,0,0,0,2,0,0,0,0,0,2022
17,Jared Viertel,Sr,P,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
43,Ty Blecha,Fr,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
41,Parker Johnson,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
4,Jake Grauberger,Jr,OF,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
11,Jake Mcmahill,Sr,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
9,Chris Andrews,So,OF,18,17,7,59,12,0,0,12,0,6,14,0,0,0,17,2,1,0,2,0,2022
6,Jake Catalano,Sr,OF,18,18,11,63,21,7,1,33,1,13,9,1,4,1,11,0,1,1,1,0,2022
2,Dixon Black,So,INF,18,18,14,74,19,7,1,37,3,18,7,2,1,0,20,1,0,0,4,0,2022
47,Alex Barker,Jr,P,18,18,14,62,18,5,0,35,4,14,16,2,1,0,29,0,1,0,0,0,2022
19,James Harmstead,Jr,INF,18,18,17,67,18,6,0,39,5,14,10,1,1,0,30,3,0,0,2,1,2022
22,Joey Ventresca,Jr,INF,17,16,12,53,13,3,0,19,1,9,17,0,0,0,20,2,2,0,0,1,2022
12,Casey Caufield,So,INF,16,14,11,55,13,1,0,14,0,4,12,2,1,0,9,3,0,0,0,0,2022
11,Colin Mccreary,Sr,OF,14,13,3,38,5,0,0,5,0,4,6,0,0,1,8,1,0,0,0,0,2022
24,Brady Mutz,Jr,C,13,13,7,47,12,2,0,14,0,8,6,1,2,0,11,0,0,0,2,0,2022
13,Jay Bant,Fr,INF,9,3,3,14,4,1,0,8,1,2,5,1,1,0,4,0,0,0,0,0,2022
15,Ben Winstead,Jr,OF,9,5,4,18,3,0,1,5,0,3,2,2,0,0,4,0,0,0,1,0,2022
21,Robbie Holmes,Sr,INF,8,3,2,12,0,0,0,0,0,0,4,0,0,0,8,1,0,0,0,0,2022
30,Nick Campana,Sr,C,7,0,1,6,1,0,0,4,1,3,1,0,0,0,2,1,0,0,0,0,2022
32,Reed Interdonato,Fr,P,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
42,Andrew Schmid,Fr,INF,7,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2022
35,Jake Fraher,Jr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
33,Mason Wolf,So,C,6,5,0,14,1,0,0,1,0,2,4,0,1,0,4,0,0,0,0,0,2022
16,Stephen Aldrich,Sr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
20,Rob Hensey,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
45,Aidan Watson,Fr,INF,5,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2022
26,Trey Dombroski,Jr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
34,Dan Klepchick,Sr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
43,Cory Hiltz,Sr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
27,Dante Ciaramella,Jr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
18,Ryan Bearse,Jr,SS,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
25,Phil Stahl,Jr,C,4,0,1,5,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2022
1,Michael Dimino,Sr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
29,Mason Miller,Sr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
14,Harry Padden,Jr,OF,3,1,2,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2022
