date,field,runs_scored,runs_allowed,opponent,run_difference
2021-03-06,@Fordham,5,3,New Jersey Tech,2
2021-03-07,@Fordham,5,4,New Jersey Tech,1
2021-03-07,@Fordham,8,2,New Jersey Tech,6
2021-03-09,@Stony Brook,9,7,Stony Brook,2
2021-03-10,@Fordham,10,0,Sacred Heart,10
2021-03-12,@Fordham,9,0,Fairleigh Dickinson,9
2021-03-13,@Fordham,2,4,Fairleigh Dickinson,-2
2021-03-14,@Fordham,6,2,Fairleigh Dickinson,4
2021-03-19,@St. John's,1,4,St. John's,-3
2021-03-20,@Fordham,7,6,St. John's,1
2021-03-20,@Fordham,3,4,St. John's,-1
2021-03-21,@St. John's,7,6,St. John's,1
2021-03-24,@Sacred Heart,4,10,Sacred Heart,-6
2021-03-27,@Delaware,15,2,Delaware,13
2021-03-27,@Delaware,8,1,Delaware,7
2021-03-31,@Fordham,3,4,Seton Hall,-1
2021-04-01,@Seton Hall,4,11,Seton Hall,-7
2021-04-03,@Seton Hall,1,0,Seton Hall,1
2021-04-09,@Fordham,4,1,St. Bonaventure,3
2021-04-09,@Fordham,4,7,St. Bonaventure,-3
2021-04-10,@Fordham,3,0,St. Bonaventure,3
2021-04-10,@Fordham,7,5,St. Bonaventure,2
2021-04-13,@Fordham,3,2,Army,1
2021-04-17,@Towson,3,5,Towson,-2
2021-04-17,@Towson,2,3,Towson,-1
2021-04-20,@Army,2,8,Army,-6
2021-04-23,@St. Joseph's,3,13,St. Joseph's,-10
2021-04-24,@St. Joseph's,1,11,St. Joseph's,-10
2021-04-24,@St. Joseph's,3,1,St. Joseph's,2
2021-04-25,@St. Joseph's,3,2,St. Joseph's,1
2021-04-30,@Fordham,2,4,Massachusetts,-2
2021-05-01,@Fordham,3,8,Massachusetts,-5
2021-05-01,@Fordham,5,3,Massachusetts,2
